k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-세대타입(분양형태),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과
A15601003,보라매e편한세상,아파트,동작구,신대방동,,보라매로,70,분양,계단식,개별난방,5,386,(주)삼호,스톰디엔엠,2010-07-26 00:00:00.0,97,135,154,0
A15601102,신대방경남교수,아파트,동작구,신대방동,여의대방로10길 14,여의대방로10길,14,분양,계단식,개별난방,4,295,경남기업,재건축조합,2001-08-02 00:00:00.0,0,165,130,0
A15601103,신대방경남아너스빌,아파트,동작구,신대방동,,신대방길,85,분양,혼합식,개별난방,5,427,경남기업,무림아파트재건축조합,2003-02-28 00:00:00.0,78,263,54,0
A15601104,보라매롯데낙천대,아파트,동작구,신대방동,713,여의대방로10길,38,분양,계단식,개별난방,7,734,롯데건설,신생 재건축조합,2003-08-02 00:00:00.0,415,236,83,0
A15601105,신대방현대,아파트,동작구,신대방동,707번지,여의대방로,28,분양,계단식,개별난방,6,880,현대건설,조합주택,1996-02-13 00:00:00.0,0,879,1,0
A15601201,신대방신동아,아파트,동작구,신대방동,,여의대방로22아길,22,분양,복도식,개별난방,1,171,신동아,신동아건설(주),1993-01-13 00:00:00.0,171,0,0,0
A15601202,신대방한성,아파트,동작구,신대방동,470-8 신대방한성아파트관리사무소,여의대방로10길,13,분양,계단식,개별난방,4,272,한성건설,한성건설,1995-02-18 00:00:00.0,120,84,68,0
A15602001,대방경남아너스빌,아파트,동작구,대방동,512,여의대방로54길,6,분양,계단식,개별난방,2,163,경남기업,대방시범아파트재건축조합,2006-03-27 00:00:00.0,0,163,0,0
A15602002,보라매코오롱하늘채,아파트,동작구,대방동,관리사무소,여의대방로24다길,40,분양,계단식,개별난방,2,200,코오롱건설,코오롱건설(주),2005-09-16 00:00:00.0,0,200,0,0
A15603001,상도동원베네스트,아파트,동작구,상도동,,상도로34길,42,분양,계단식,개별난방,4,162,동원시스템즈(주)/건설,상도동원지역주택조합,2008-10-31 00:00:00.0,0,162,0,0
A15603002,브라운스톤상도,아파트,동작구,상도동,527,상도로31길,19,분양,계단식,개별난방,8,415,이수건설,상도이수지역주택조합,2007-12-26 00:00:00.0,110,305,0,0
A15603003,상도건영제2 관리사무소,아파트,동작구,상도동,414,만양로,26,임대,복도식,개별난방,2,552,(주)건영,재개발사업,1997-09-12 00:00:00.0,552,0,0,0
A15603004,상도sh-ville,아파트,동작구,상도동,430,상도로53길,70,영구임대,복도식,개별난방,4,953,(주)C&우방,에스에이치공사,2006-11-03 00:00:00.0,953,0,0,0
A15603006,래미안상도3차,아파트,동작구,상도동,431번지,상도로53길,8,분양,계단식,개별난방,28,1656,삼성물산(주) 주택부문,상도 제4구역 주택재개발사업 조합,2004-12-24 00:00:00.0,116,1019,493,0
A15603007,상도래미안1차제2,아파트,동작구,상도동,447,등용로,37,임대,복도식,개별난방,1,164,삼성건설,삼성건설,2004-12-06 00:00:00.0,164,0,0,0
A15603008,힐스테이트상도프레스티지,아파트,동작구,상도동,533,상도로,346-2,분양,계단식,개별난방,16,882,현대엠코,지역주택조합,2013-08-14 00:00:00.0,24,640,218,0
A15603009,상도더샵2차,아파트,동작구,상도동,,장승배기로10길,100,분양,계단식,개별난방,4,138,포스코건설,상도동165번지 지역주택조합,2014-04-07 00:00:00.0,0,136,1,0
A15603203,아이파크상도동,아파트,동작구,상도동,416번지(장승배기로26),장승배기로,26,분양,계단식,개별난방,6,400,현대산업개발주식회사,상도아파트재건축조합,2004-04-27 00:00:00.0,0,324,76,0
A15603204,상도래미안1차,아파트,동작구,상도동,450,등용로,37,분양,계단식,개별난방,7,517,삼성건설(주),상도2구역 주택재개발조합,2004-12-06 00:00:00.0,109,277,131,0
A15603205,상도건영,아파트,동작구,노량진동,414번지,만양로,26,분양,혼합식,중앙난방,6,824,(주)건영,본동2구역주택재개발조합,1997-09-12 00:00:00.0,162,340,322,0
A15603206,상도더샵,아파트,동작구,상도동,관리사무소,장승배기로4길,9,분양,계단식,개별난방,22,1122,포스코건설(주),포스코건설(주),2007-09-28 00:00:00.0,364,305,288,0
A15603401,상도경향렉스빌,아파트,동작구,상도동,경향렉스빌,양녕로23길,9,분양,혼합식,개별난방,2,197,경향건설(주),삼진재건축조합,2002-10-15 00:00:00.0,18,108,71,0
A15603502,래미안상도2차,아파트,동작구,상도동,421,상도로55길,47,분양,계단식,개별난방,9,431,삼성물산,상도6구역주택재개발조합,2003-10-30 00:00:00.0,173,174,84,0
A15605001,노량진삼익,주상복합,동작구,노량진동,330,만양로,84,분양,복도식,개별난방,1,175,주-삼익,주-삼익,2001-07-11 00:00:00.0,82,93,0,0
A15605002,노량진우성,아파트,동작구,노량진동,,만양로8길,50,분양,혼합식,중앙난방,7,901,본동 제2-1 재개발조합,본동 제2-1 재개발조합,1997-12-16 00:00:00.0,255,358,288,0
A15605003,노량진쌍용예가,아파트,동작구,노량진동,,장승배기로16길,134,분양,혼합식,개별난방,5,299,쌍용건설(주),노량진1구역재개발정비사업조합,2010-08-26 00:00:00.0,118,136,45,0
A15605102,본동한신휴플러스,아파트,동작구,본동,487번지,매봉로,99,분양,계단식,개별난방,4,247,한신공영,본동제2구역 제3지구 주택재개발조합,2004-08-07 00:00:00.0,31,144,72,0
A15605103,신동아리버파크,아파트,동작구,노량진동,325,만양로,19,분양,혼합식,중앙난방,7,1696,신동아건설(주),신동아건설(주),2001-02-15 00:00:00.0,386,786,524,0
A15606001,경동윈츠리버,아파트,동작구,본동,484번지,노량진로32길,156,분양,계단식,개별난방,6,272,경동건설,경동건설,2004-12-30 00:00:00.0,142,78,52,0
A15606003,본동삼성래미안아파트,아파트,동작구,본동,,매봉로,123,분양,계단식,개별난방,6,477,삼성물산,본동제4구역재개발조합,2004-10-21 00:00:00.0,99,272,106,0
A15606004,본동신동아,아파트,동작구,본동,481,매봉로,134,분양,혼합식,중앙난방,9,765,신동아,본동제1구역제2지구주택개량재개발조합,1993-06-26 00:00:00.0,273,228,264,0
A15606005,한강쌍용,아파트,동작구,본동,150번지,노량진로24길,2,분양,혼합식,개별난방,2,161,쌍용건설(주),본동재개발조합,1999-04-30 00:00:00.0,81,48,32,0
A15606007,래미안트윈파크,아파트,동작구,본동,494,노량진로23가길,23,임대+분양,계단식,개별난방,5,523,삼성물산,본동5구역주택재개발정비사업조합,2011-11-04 00:00:00.0,203,216,104,0
A15607001,흑석동양,아파트,동작구,흑석동,흑석동양아파트,서달로1길,17,분양,계단식,개별난방,7,423,동양메이저건설,동양메이저건설,2003-11-04 00:00:00.0,147,276,0,0
A15608001,이수교스위첸,아파트,동작구,동작동,이수교KCC스위첸아파트,동작대로45길,22,분양,계단식,개별난방,5,178,케이씨씨건설,공작파크재건축조합,2006-03-30 00:00:00.0,20,72,86,0
A15608002,동작금강KCC,아파트,동작구,동작동,331번지,동작대로39가길,55,분양,계단식,개별난방,7,276,주)KCC건설,태화연립조합,2003-10-30 00:00:00.0,21,223,32,0
A15608003,이수힐스테이트,아파트,동작구,동작동,이수힐스테이트,동작대로39길,22,분양,계단식,개별난방,15,680,현대건설,정금마을재건축조합,2013-02-19 00:00:00.0,171,303,173,0
A15609001,사당유니드,아파트,동작구,사당동,1155번지,동작대로29길,195,분양,계단식,개별난방,5,151,대성산업(주),사당제7주택 재개발조합,2009-02-03 00:00:00.0,27,124,0,0
A15609002,사당삼호그린,아파트,동작구,사당동,,사당로2가길,188,분양,혼합식,개별난방,1,211,(주)삼호건설,그린재건축조합,1999-10-16 00:00:00.0,83,110,18,0
A15609003,사당휴먼시아,아파트,동작구,사당동,1154,사당로16길,96,분양,계단식,개별난방,8,480,(주)서희건설,한국토지주택공사,2009-03-05 00:00:00.0,96,384,0,0
A15609005,사당 대림아파트 관리사무소,아파트,동작구,사당동,169-8,사당로17길,52,분양,계단식,중앙난방,12,1152,대림산업,대림산업,1990-08-07 00:00:00.0,162,570,420,0
A15609006,신동아5,아파트,동작구,사당동,1137번지,동작대로29길,118,임대+분양,혼합식,지역난방,4,333,신동아건설(주),신동아건설(주),1998-11-20 00:00:00.0,177,90,66,0
A15609007,이수역리가,아파트,동작구,사당동,171,사당로27길,130,분양,계단식,개별난방,8,452,LIG건설,사당동 지역주택조합,2013-09-24 00:00:00.0,0,452,0,0
A15609301,사당롯데캐슬,아파트,동작구,사당동,서울시 동작구 사당3동 1149번지,사당로27길,181,분양,계단식,개별난방,4,223,롯데건설(주),남성재건축조합,2004-09-22 00:00:00.0,0,198,25,0
A15609303,사당경남아너스빌,아파트,동작구,사당동,1134,사당로9가길,82,분양,혼합식,개별난방,3,340,대아건설,대아건설,1997-02-28 00:00:00.0,144,144,52,0
A15609305,사당롯데캐슬샤인,아파트,동작구,사당동,1132,사당로27길,190,분양,계단식,개별난방,7,444,롯데건설,삼익아파트재건축조합,2003-10-17 00:00:00.0,0,196,134,0
A15609306,사당동작삼성래미안아파트,아파트,동작구,사당동,(사당동동작삼성래미안아파트),사당로23바길,9,분양,계단식,개별난방,18,896,삼성물산,삼성물산,2003-02-15 00:00:00.0,0,542,314,0
A15609401,사당삼익그린뷰,아파트,동작구,사당동,1150번지,남부순환로255길,21,분양,계단식,개별난방,2,183,삼익건설,삼익건설,2003-10-02 00:00:00.0,39,112,32,0
A15609501,사당제일,아파트,동작구,사당동,240-15,사당로16다길,57,분양,복도식,개별난방,3,296,제일건축,제일건축,1987-02-13 00:00:00.0,0,296,0,0
A15670001,동작상떼빌주상복합,아파트,동작구,신대방동,(신대방동동작상떼빌),신대방1가길,38,분양,혼합식,개별난방,4,545,성원건설(주),에스엘종합건설(주),2006-08-25 00:00:00.0,0,196,349,0
A15671801,상도두산위브,아파트,동작구,상도동,,상도로30길,39,분양,계단식,개별난방,4,190,두산중공업(주),아이앤디개발(주),2010-03-15 00:00:00.0,0,180,10,0
A15672001,보라매우성,아파트,동작구,신대방동,706번지,보라매로5길,5,분양,복도식,개별난방,1,199,우성건설,우성건설,1995-11-14 00:00:00.0,87,58,54,0
A15672002,보라매삼성쉐르빌,주상복합,동작구,신대방동,보라매삼성쉐르빌,보라매로5길,43,분양,계단식,중앙난방,1,246,삼성중공업,삼성중공업,2003-01-03 00:00:00.0,0,0,74,0
A15676701,신동아리버파크제2관리사무소,아파트,동작구,노량진동,326번지,만양로,19,임대,복도식,중앙난방,3,925,신동아,상도제1구역 재개발조합,2001-02-15 00:00:00.0,925,0,0,0
A15676702,본동SH-ville,아파트,동작구,본동,,노량진로22길,60,임대,복도식,개별난방,1,176,(주)C&우방,본동4구역재개발임대아파트건설공사,2006-11-03 00:00:00.0,176,0,0,0
A15677204,사당신동아4단지,아파트,동작구,사당동,신동아4단지아파트,동작대로29길,110,분양,혼합식,지역난방,8,912,신동아건설,...,1993-12-21 00:00:00.0,465,207,240,0
A15677501,남성두산위브트레지움,아파트,동작구,사당동,,사당로13길,31,임대+분양,계단식,개별난방,4,451,두산건설,영아아파트조합,2011-10-28 00:00:00.0,91,256,104,0
A15678101,상도현대,아파트,동작구,상도동,상도현대아파트,사당로2길,2-32,분양,혼합식,개별난방,2,194,현대건설,상도연합주택조합,2003-06-16 00:00:00.0,99,95,0,0
A15678102,상도삼호,아파트,동작구,상도동,408번지,상도로,407,분양,계단식,중앙난방,5,682,삼호건설,삼호건설,1994-02-25 00:00:00.0,221,257,204,0
A15678103,힐스테이트상도센트럴파크,아파트,동작구,상도동,346-1,상도로,346-1,분양,계단식,개별난방,22,1559,현대엠코,상도134지역주택조합,2012-09-25 00:00:00.0,241,1079,239,0
A15679103,우리유앤미,아파트,동작구,흑석동,우리유앤미아파트,서달로,83,분양,혼합식,개별난방,2,206,우리건설,경수재건축조합,2003-12-26 00:00:00.0,89,93,24,0
A15679105,명수대현대,아파트,동작구,흑석동,현충로119 (명수대현대아파트),현충로,119,분양,혼합식,중앙난방,8,660,현대산업개발,주택조합,1988-08-29 00:00:00.0,0,330,270,0
A15679106,흑석해가든,주상복합,동작구,흑석동,332번지,서달로,150,분양,혼합식,개별난방,1,154,이랜드건설(주),흑석시장재개발정비사업조합,2010-12-29 00:00:00.0,0,62,92,0
A15679107,흑석한강센트레빌,아파트,동작구,흑석동,흑석한강센트레빌,흑석한강로,12,임대+분양,혼합식,개별난방,10,655,흑석5구역재개발조합,동부건설(주),2011-09-16 00:00:00.0,138,391,126,0
A15679108,흑석한강푸르지오,아파트,동작구,흑석동,흑석한강푸르지오,흑석한강로,27,임대+분양,혼합식,개별난방,14,863,대우건설,흑석4구역재정비조합,2012-08-02 00:00:00.0,175,518,170,0
A15679109,흑석한강센트레빌2차,아파트,동작구,흑석동,247,서달로,91,임대+분양,계단식,개별난방,14,963,동부건설(주),흑석6재정비구역 주택재개발정비사업조합,2012-12-24 00:00:00.0,213,559,159,0
A15681103,대방우정,아파트,동작구,대방동,대방동 505번지 우정아파트,여의대방로62길,23,분양,계단식,개별난방,2,206,(주) 우정건설,(주) 태욱건설,1999-01-22 00:00:00.0,78,128,0,0
A15681104,대방2차현대,아파트,동작구,대방동,506,알마타길,58,분양,혼합식,개별난방,5,278,현대건설,주택조합,1999-12-09 00:00:00.0,134,84,38,0
A15681105,대방성원,아파트,동작구,대방동,성원아파트,여의대방로44길,9,분양,계단식,개별난방,3,487,성원건설,성원건설,1994-01-15 00:00:00.0,0,487,0,0
A15681106,대방현대1차,아파트,동작구,대방동,,등용로,127,분양,혼합식,개별난방,5,514,현대건설(주),한일은행조합외5개 조합,1994-08-20 00:00:00.0,80,434,0,0
A15681108,대방주공2단지,아파트,동작구,대방동,503,여의대방로44길,47,분양,복도식,중앙난방,10,798,유원건설,대한주택공사,1995-04-27 00:00:00.0,798,0,0,0
A15681110,대방대림,아파트,동작구,대방동,대림아파트,여의대방로44길,10,분양,혼합식,중앙난방,14,1628,대림산업(주),대림산업(주),1993-11-20 00:00:00.0,570,570,298,0
A15681503,사당극동,아파트,동작구,사당동,105,동작대로29길,119,분양,혼합식,중앙난방,12,1550,극동건설,사당4-1구역 재개발조합,1993-12-21 00:00:00.0,476,360,714,0
A15681802,사당현대아파트,아파트,동작구,사당동,사당현대아파트,사당로17길,111,분양,혼합식,개별난방,2,265,현대산업개발,현대사업개발,1991-04-24 00:00:00.0,175,0,90,0
A15683402,상도동중앙하이츠빌아파트,아파트,동작구,상도동,415번지,상도로,320,분양,계단식,개별난방,10,544,(주)중앙건설,상도동연합주택조합,2003-10-30 00:00:00.0,30,390,124,0
A15683601,상도1동대림,아파트,동작구,상도동,411,상도로60길,20,분양,복도식,개별난방,3,279,대림산업(주),직장조합,1995-12-04 00:00:00.0,0,279,0,0
A15683901,상도쌍용,아파트,동작구,상도동,,상도로,107,분양,계단식,개별난방,6,389,쌍용건설,상도3구역주택재개발조합,2003-11-20 00:00:00.0,124,179,86,0
A15685201,신대방우성2차,아파트,동작구,신대방동,,여의대방로,8,분양,복도식,개별난방,2,174,우성종합건설(주),우성종합건설(주),1995-01-19 00:00:00.0,65,71,0,0
A15685206,신대방우성1차,아파트,동작구,신대방동,우성아파트,여의대방로,22,분양,혼합식,개별난방,16,1335,우성건설,우성건설,1988-09-24 00:00:00.0,0,635,520,0
A15685503,보라매파크빌,아파트,동작구,신대방동,,여의대방로10길,59,분양,계단식,개별난방,6,423,한일건설,sh공사,2002-02-27 00:00:00.0,0,423,0,0
A15685702,흑석한강현대,아파트,동작구,흑석동,28,현충로,151,분양,혼합식,중앙난방,13,960,현대건설,현대건설,1988-09-07 00:00:00.0,0,570,390,0
A15701002,우장산에스케이뷰,아파트,강서구,화곡동,1158번지,우현로,26,분양,계단식,개별난방,2,203,,,2006-10-26 00:00:00.0,0,162,41,0
A15701003,우장산아이파크이편한세상,아파트,강서구,화곡동,,강서로,266,분양,계단식,지역난방,42,2517,현대산업개발 대림산업,화곡2주구정비사업조합,2008-01-08 00:00:00.0,530,1409,578,0
A15701004,우장산한화꿈에그린,아파트,강서구,화곡동,관리사무소,우장산로,103,분양,계단식,개별난방,3,187,한화건설,신부산업개발(주),2004-11-30 00:00:00.0,0,92,95,0
A15701007,강서힐스테이트아파트,아파트,강서구,화곡동,1025-33,우현로,67,분양,계단식,지역난방,37,2603,현대건설,화곡3주구주택재건축정비사업조합,2015-08-19 00:00:00.0,530,1086,843,0
A15701601,우장산롯데3차,아파트,강서구,화곡동,1148,우장산로,92,분양,계단식,개별난방,4,206,롯데기공,롯데,2004-08-06 00:00:00.0,19,141,46,0
A15701602,우장산롯데캐슬,아파트,강서구,화곡동,1145번지,공항대로,382,분양,계단식,개별난방,21,1164,롯데건설(주),새마을연합주택조합,2003-09-06 00:00:00.0,0,611,345,0
A15703001,코오롱하늘채아파트,아파트,강서구,등촌동,714,공항대로55길,19,분양,혼합식,개별난방,3,200,코오롱글로벌(주),청우주택조합,2003-11-19 00:00:00.0,74,126,0,0
A15703002,등촌대동황토방,아파트,강서구,등촌동,대동황토방아파트,공항대로59길,103,분양,혼합식,개별난방,3,241,(주)대동,등촌동 홍익연립 재건축주택조합,2000-07-27 00:00:00.0,75,111,55,0
A15703004,등촌부영,아파트,강서구,등촌동,서울시 강서구 등촌3동 691-3,강서로56나길,110,분양,복도식,지역난방,7,712,동광주택(주),동광주택(주),1994-12-07 00:00:00.0,0,712,0,0
A15703005,등촌대동황토방2차아파트,아파트,강서구,등촌동,,공항대로55길,50,분양,계단식,개별난방,4,196,(주)대동,우관/삼성연립 재건축 조합,2003-10-30 00:00:00.0,24,127,45,0
A15703204,등촌IPARK,아파트,강서구,등촌동,715,등촌로,163,분양,계단식,개별난방,29,1653,현대산업개발,현대산업개발,2004-01-07 00:00:00.0,0,905,515,0
A15703301,등촌8단지주공아파트,아파트,강서구,등촌동,707,공항대로43길,104,분양,복도식,지역난방,5,445,주택공사,주택공사,1994-11-04 00:00:00.0,445,0,0,0
A15703302,등촌동성,아파트,강서구,등촌동,02-3663-2087,강서로68길,108,분양,계단식,지역난방,6,457,동성개발,동성개발,1995-11-27 00:00:00.0,0,0,357,0
A15703303,등촌미주진로,아파트,강서구,등촌동,701,공항대로,351-21,분양,계단식,지역난방,8,488,미주실업(주)진로건설(주),미주실업(주)진로건설(주),1994-10-29 00:00:00.0,0,488,0,0
A15703304,등촌주공2단지,아파트,강서구,등촌동,687번지(강서구 강서로 68길 36),강서로68길,36,분양,복도식,지역난방,6,505,신태진건설,대한주택공사,1995-06-05 00:00:00.0,505,0,0,0
A15703306,등촌주공10단지,아파트,강서구,등촌동,702,화곡로63가길,71,분양,복도식,지역난방,5,566,거성건설,주택개발공사,1995-10-10 00:00:00.0,566,0,0,0
A15703307,등촌대림아파트,아파트,강서구,등촌동,694,공항대로39길,100,분양,계단식,지역난방,8,680,대림산업(주),대림산업(주),1995-07-13 00:00:00.0,0,0,680,0
A15703308,등촌3단지주공아파트,아파트,강서구,등촌동,,강서로56나길,37,분양,복도식,지역난방,9,1016,LH공사,LH공사,1995-10-10 00:00:00.0,1016,0,0,0
A15703309,등촌주공5단지,아파트,강서구,등촌동,695번지,공항대로39길,74,분양,복도식,지역난방,9,1045,대한주택공사,대한주택공사,1995-10-10 00:00:00.0,1045,0,0,0
A15704001,염창2차한화꿈에그린,아파트,강서구,염창동,염창동2차한화꿈에그린아파트,공항대로63길,16,분양,계단식,개별난방,3,163,한화건설,효창연립재건축조합,2006-04-27 00:00:00.0,51,112,0,0
A15704002,염창 일신건영휴먼빌아파트,아파트,강서구,염창동,298,양천로71가길,22,분양,계단식,개별난방,3,166,일신건영(주),동진연립 재건축주택조합,2004-11-19 00:00:00.0,14,152,0,0
A15704003,염창월드메르디앙,아파트,강서구,염창동,월드메르디앙아파트,양천로71길,38,분양,계단식,개별난방,5,168,월드건설(주),신삼성연립재건축조합,2004-07-01 00:00:00.0,50,118,0,0
A15704006,염창우성3차,아파트,강서구,염창동,272-28번지,공항대로63길,14,분양,계단식,개별난방,2,196,우성건설(주),우성건설,1993-01-15 00:00:00.0,0,196,0,0
A15704007,염창1차보람더하임,아파트,강서구,염창동,염창1차보람더하임아파트,양천로,666,임대+분양,계단식,개별난방,4,202,보람건설(주),보람건설(주),2008-01-10 00:00:00.0,0,144,58,0
A15704009,염창벽산늘푸른,아파트,강서구,염창동,벽산늘푸른아파트,양천로63길,52,분양,혼합식,개별난방,2,206,벽산건설(주),한국산업은행염창주택조합외3개조합,1998-11-05 00:00:00.0,105,101,0,0
A15704015,염창롯데캐슬,아파트,강서구,염창동,272-11,공항대로65길,21,분양,계단식,개별난방,5,284,롯데건설,롯데건설,2005-03-28 00:00:00.0,0,173,111,0
A15704017,염창강변성원,아파트,강서구,염창동,(염창동 강변성원아파트),양천로69길,65,분양,복도식,개별난방,3,297,성원건설,성원건설,2001-06-30 00:00:00.0,140,85,72,0
A15704023,강변힐스테이트,아파트,강서구,염창동,299번지,양천로75길,19,분양,계단식,개별난방,7,417,(주)현대건설,(주)현대건설,2005-06-28 00:00:00.0,51,366,0,0
A15704025,염창강변한솔솔파크,아파트,강서구,염창동,300번지,양천로63길,38,분양,계단식,개별난방,8,455,한솔건설,재건축조합,2005-09-23 00:00:00.0,0,455,0,0
A15704028,염창동아1차,아파트,강서구,염창동,292,양천로69길,58,분양,혼합식,개별난방,5,778,동아건설,동아건설,1998-06-29 00:00:00.0,319,268,191,0
A15720001,강서한강자이,아파트,강서구,가양동,강서한강자이,양천로55길,55,임대+분양,계단식,개별난방,10,790,gs건설,화이트코리아(주식회사),2013-09-25 00:00:00.0,184,282,304,0
A15720101,가양일신건영휴먼빌,아파트,강서구,가양동,1496,강서로,490,분양,계단식,개별난방,3,177,일신건영,주택조합,2004-12-23 00:00:00.0,30,147,0,0
A15721001,마곡금호어울림,아파트,강서구,마곡동,금호어울림아파트,양천로47길,94,분양,계단식,개별난방,2,180,금호건설,금호산업,2005-11-21 00:00:00.0,0,150,30,0
A15721003,마곡신안,아파트,강서구,마곡동,359-5,양천로30길,123-9,분양,혼합식,개별난방,3,253,신안건설,신안건설,1993-12-23 00:00:00.0,135,88,30,0
A15721004,마곡한솔솔파크,아파트,강서구,마곡동,716,양천로30길,77,분양,계단식,개별난방,6,258,한솔건설(주),미림씨엠이(주),2005-02-14 00:00:00.0,70,188,0,0
A15721005,벽산,아파트,강서구,마곡동,429,양천로47길,118,분양,계단식,개별난방,8,479,벽산건설,벽산건설,1999-06-25 00:00:00.0,152,271,56,0
A15721006,마곡엠밸리6단지,아파트,강서구,마곡동,마곡엠밸리6단지,마곡서1로,100,임대+분양,혼합식,지역난방,19,1466,경남기업(주),서울특별시 SH공사,2014-06-12 00:00:00.0,675,588,203,0
A15721007,마곡엠밸리7단지,아파트,강서구,마곡동,743-4,마곡서로,133,임대+분양,계단식,지역난방,13,1004,금호,sh공사,2014-06-12 00:00:00.0,191,325,488,0
A15721008,마곡엠밸리4단지,아파트,강서구,마곡동,175 마곡엠밸리4단지,마곡서로,175,임대+분양,복도식,지역난방,7,420,경남기업,SH공사,2014-06-20 00:00:00.0,258,78,84,0
A15721009,마곡엠밸리2단지,아파트,강서구,마곡동,146(마곡동 마곡엠밸리2단지),마곡서1로,146,임대+분양,혼합식,지역난방,6,408,(주)한양,sh공사,2014-06-19 00:00:00.0,183,129,96,0
A15721010,마곡엠밸리14단지,아파트,강서구,마곡동,750,마곡중앙로,33,임대+분양,혼합식,지역난방,13,1270,한화건설(주),SH공사,2014-05-29 00:00:00.0,582,600,88,0
A15722001,방화삼성,아파트,강서구,방화동,857번지,방화대로34길,113,분양,계단식,개별난방,1,170,삼성물산,삼성화재재건축조합,1998-01-09 00:00:00.0,96,74,0,0
A15722003,방화신안네트빌(1단지),아파트,강서구,방화동,868,양천로14길,37,분양,혼합식,기타,3,285,신안종합건설,신안종합건설,2002-09-13 00:00:00.0,64,178,43,0
A15722004,마곡푸르지오,아파트,강서구,방화동,,방화대로34길,88,분양,계단식,개별난방,7,341,대우건설,건우3차아파트정비사업조합,2008-06-09 00:00:00.0,79,196,66,0
A15722005,방화한진로즈힐,아파트,강서구,방화동,579번지,양천로24가길,59,분양,혼합식,개별난방,6,354,한진중공업,한진중공업,2004-05-11 00:00:00.0,121,233,0,0
A15722007,방화삼성꽃마을,아파트,강서구,방화동,858,양천로18길,27,분양,계단식,개별난방,3,206,삼성,삼성,1997-10-06 00:00:00.0,87,119,0,0
A15722009,마곡엠밸리1단지,아파트,강서구,마곡동,131 마곡엠밸리1단지,마곡서1로,131,임대+분양,혼합식,지역난방,4,237,(주)한양,SH공사,2014-06-19 00:00:00.0,130,107,0,0
A15722010,마곡엠밸리5단지,아파트,강서구,마곡동,111-11,마곡서1로,111-11,임대+분양,혼합식,지역난방,8,439,에스에이치공사,TEC건설+새천년종합건설,2014-06-26 00:00:00.0,103,137,199,0
A15722102,개화산동부센트레빌,아파트,강서구,방화동,개화산동부센트레빌아파트 관리사무소,양천로3길,17,분양,계단식,개별난방,4,205,동부건설(주),동부건설(주),2003-02-24 00:00:00.0,45,160,0,0
A15722104,마곡청구아파트,아파트,강서구,방화동,방화동 859,양천로26길,103,분양,계단식,개별난방,3,209,청구,방화동 청구 연합 주택 조합,1998-02-20 00:00:00.0,119,90,0,0
A15722106,마곡우림필유아파트,아파트,강서구,방화동,방화2차우림루미아트아파트,양천로28길,29,분양,계단식,개별난방,3,320,우림건설(주),건우/수정재건축조합,2003-12-31 00:00:00.0,0,320,0,0
A15722108,방화동부센트레빌,아파트,강서구,방화동,동부센트레빌아파트,방화대로45길,32,분양,계단식,개별난방,7,407,동부건설(주),동부건설(주),2003-11-29 00:00:00.0,5,278,124,0
A15722201,방신서광,아파트,강서구,방화동,871번지,양천로14길,17,분양,계단식,개별난방,2,154,서광건설(주),서광건설(주),2003-06-02 00:00:00.0,0,58,96,0
A15722203,방화신동아,아파트,강서구,방화동,서울 강서구 방화1동,방화대로37길,15,분양,혼합식,지역난방,2,224,신동아건설,강서지역 주택조합,1995-12-16 00:00:00.0,131,85,8,0
A15722204,방화대림E편한세상,아파트,강서구,방화동,e편한세상아파트,양천로6길,57,분양,계단식,개별난방,4,279,삼호건설,대림건설,2003-10-28 00:00:00.0,13,208,58,0
A15722304,치현마을동일스위트리버아파트,아파트,강서구,방화동,880번지,금낭화로24가길,28,분양,계단식,개별난방,3,213,동일,동일,2004-12-23 00:00:00.0,56,157,0,0
A15722306,방화서광,아파트,강서구,방화동,860,양천로27길,129,분양,계단식,개별난방,5,284,(주)서광건설산업,정곡제1지역,1998-08-21 00:00:00.0,175,109,0,0
A15722307,방화1단지(장미),아파트,강서구,방화동,강서구 방화3동841,양천로,125,분양,복도식,지역난방,3,387,대양건설(주),도시개발공사,1994-07-29 00:00:00.0,387,0,0,0
A15722314,방화2단지,아파트,강서구,방화동,방화2-1단지아파트,방화대로48길,40,영구임대,복도식,지역난방,12,1563,진로건설,SH 공사,1993-10-25 00:00:00.0,1563,0,0,0
A15728002,마곡수명산파크6단지,아파트,강서구,내발산동,,수명로2길,63,임대+분양,혼합식,지역난방,6,399,SH공사,SH공사,2007-10-19 00:00:00.0,237,162,0,0
A15728003,마곡수명산파크3단지,아파트,강서구,내발산동,발산택지개발지구,수명로1길,110,임대+분양,계단식,지역난방,8,518,두산건설,SH공사,2007-09-21 00:00:00.0,0,518,0,0
A15728004,마곡수명산파크2단지,아파트,강서구,내발산동,발산택지개발지구,강서로47길,158,임대+분양,계단식,지역난방,9,629,두산 이수건설,sh공사,2007-07-26 00:00:00.0,272,357,0,0
